datetime,original,filled_full,flag
2024-08-28 17:00:00,16.5,16.5,0
2024-08-28 18:00:00,19.7,19.7,0
2024-08-28 19:00:00,34.1,34.1,0
2024-08-28 20:00:00,35.0,35.0,0
2024-08-28 21:00:00,32.0,32.0,0
2024-08-28 22:00:00,30.0,30.0,0
2024-08-28 23:00:00,20.4,20.4,0
2024-08-29 00:00:00,18.4,18.4,0
2024-08-29 01:00:00,18.9,18.9,0
2024-08-29 02:00:00,14.3,14.3,0
2024-08-29 03:00:00,11.1,11.1,0
2024-08-29 04:00:00,10.1,10.1,0
2024-08-29 05:00:00,11.0,11.0,0
2024-08-29 06:00:00,11.7,11.7,0
2024-08-29 07:00:00,11.5,11.5,0
2024-08-29 08:00:00,10.6,10.6,0
2024-08-29 09:00:00,9.9,9.9,0
2024-08-29 10:00:00,9.2,9.2,0
2024-08-29 11:00:00,9.8,9.8,0
2024-08-29 12:00:00,10.5,10.5,0
2024-08-29 13:00:00,17.6,17.6,0
2024-08-29 14:00:00,25.6,25.6,1
2024-08-29 15:00:00,20.4,20.4,0
2024-08-29 16:00:00,16.8,16.8,0
2024-08-29 17:00:00,17.8,17.8,0
2024-08-29 18:00:00,17.7,17.7,0
2024-08-29 19:00:00,16.2,16.2,0
2024-08-29 20:00:00,17.1,17.1,0
2024-08-29 21:00:00,18.1,18.1,0
2024-08-29 22:00:00,22.2,22.2,0
2024-08-29 23:00:00,24.8,24.8,0
2024-08-30 00:00:00,29.0,29.0,0
2024-08-30 01:00:00,20.0,20.0,0
2024-08-30 02:00:00,17.4,17.4,0
2024-08-30 03:00:00,23.3,23.3,0
2024-08-30 04:00:00,25.9,25.9,0
2024-08-30 05:00:00,16.8,16.8,0
2024-08-30 06:00:00,12.6,12.6,0
2024-08-30 07:00:00,16.4,16.4,0
2024-08-30 08:00:00,20.9,20.9,0
2024-08-30 09:00:00,17.5,17.5,0
2024-08-30 10:00:00,22.3,22.3,0
2024-08-30 11:00:00,22.9,22.9,0
2024-08-30 12:00:00,21.0,21.0,0
2024-08-30 13:00:00,20.6,20.6,0
2024-08-30 14:00:00,17.1,17.1,0
2024-08-30 15:00:00,18.7,18.7,0
2024-08-30 16:00:00,16.3,16.3,0
2024-08-30 17:00:00,23.5,23.5,0
2024-08-30 18:00:00,21.5,21.5,0
2024-08-30 19:00:00,20.9,20.9,0
2024-08-30 20:00:00,18.2,18.2,0
2024-08-30 21:00:00,23.3,23.3,0
2024-08-30 22:00:00,27.2,27.2,0
2024-08-30 23:00:00,19.5,19.5,0
2024-08-31 00:00:00,15.5,15.5,0
2024-08-31 01:00:00,17.3,17.3,0
2024-08-31 02:00:00,22.6,22.6,0
2024-08-31 03:00:00,27.8,27.8,0
2024-08-31 04:00:00,24.0,24.0,0
2024-08-31 05:00:00,27.6,27.6,0
2024-08-31 06:00:00,26.2,26.2,0
2024-08-31 07:00:00,32.8,32.8,0
2024-08-31 08:00:00,34.5,34.5,0
2024-08-31 09:00:00,32.6,32.6,0
2024-08-31 10:00:00,25.4,25.4,0
2024-08-31 11:00:00,20.3,20.3,0
2024-08-31 12:00:00,23.8,23.8,0
2024-08-31 13:00:00,22.8,22.8,0
2024-08-31 14:00:00,25.0,25.0,0
2024-08-31 15:00:00,35.8,35.8,0
2024-08-31 16:00:00,28.6,28.6,0
2024-08-31 17:00:00,32.8,32.8,0
2024-08-31 18:00:00,23.9,23.9,0
2024-08-31 19:00:00,19.4,19.4,0
2024-08-31 20:00:00,24.9,24.9,0
2024-08-31 21:00:00,33.1,33.1,0
2024-08-31 22:00:00,43.7,43.7,0
2024-08-31 23:00:00,56.8,56.8,0
2024-09-01 00:00:00,49.19,49.19,0
2024-09-01 01:00:00,59.72,59.72,0
2024-09-01 02:00:00,51.07,51.07,0
2024-09-01 03:00:00,39.69,39.69,0
2024-09-01 04:00:00,16.34,16.34,0
2024-09-01 05:00:00,15.76,15.76,0
2024-09-01 06:00:00,18.81,18.81,1
2024-09-01 07:00:00,20.42,20.42,0
2024-09-01 08:00:00,20.7,20.7,0
2024-09-01 09:00:00,25.19,25.19,0
2024-09-01 10:00:00,32.61,32.61,1
2024-09-01 11:00:00,32.37,32.37,1
2024-09-01 12:00:00,27.7,27.7,0
2024-09-01 13:00:00,25.48,25.48,0
2024-09-01 14:00:00,21.95,21.95,0
2024-09-01 15:00:00,19.15,19.15,0
2024-09-01 16:00:00,17.3,17.3,1
2024-09-01 17:00:00,17.48,17.48,1
2024-09-01 18:00:00,21.23,21.23,0
2024-09-01 19:00:00,27.68,27.68,0
2024-09-01 20:00:00,28.81,28.81,0
2024-09-01 21:00:00,29.15,29.15,0
2024-09-01 22:00:00,35.59,35.59,1
2024-09-01 23:00:00,32.8,32.8,1
2024-09-02 00:00:00,34.02,34.02,0
2024-09-02 01:00:00,23.4,23.4,0
2024-09-02 02:00:00,17.25,17.25,0
2024-09-02 03:00:00,16.22,16.22,0
2024-09-02 04:00:00,17.02,17.02,1
2024-09-02 05:00:00,16.39,16.39,1
2024-09-02 06:00:00,17.77,17.77,0
2024-09-02 07:00:00,18.54,18.54,0
2024-09-02 08:00:00,19.98,19.98,0
2024-09-02 09:00:00,24.56,24.56,0
2024-09-02 10:00:00,27.29,27.29,0
2024-09-02 11:00:00,27.93,27.93,1
2024-09-02 12:00:00,29.28,29.28,1
2024-09-02 13:00:00,27.97,27.97,0
2024-09-02 14:00:00,21.86,21.86,0
2024-09-02 15:00:00,19.3,19.3,0
2024-09-02 16:00:00,18.68,18.68,0
2024-09-02 17:00:00,16.81,16.81,1
2024-09-02 18:00:00,16.16,16.16,0
2024-09-02 19:00:00,20.48,20.48,0
2024-09-02 20:00:00,24.86,24.86,0
2024-09-02 21:00:00,31.94,31.94,0
2024-09-02 22:00:00,46.35,46.35,1
2024-09-02 23:00:00,42.72,42.72,1
2024-09-03 00:00:00,25.66,25.66,0
2024-09-03 01:00:00,21.15,21.15,0
2024-09-03 02:00:00,16.52,16.52,0
2024-09-03 03:00:00,15.02,15.02,1
2024-09-03 04:00:00,15.44,15.44,1
2024-09-03 05:00:00,13.54,13.54,1
2024-09-03 06:00:00,16.08,16.08,0
2024-09-03 07:00:00,17.71,17.71,0
2024-09-03 08:00:00,22.34,22.34,0
2024-09-03 09:00:00,31.37,31.37,1
2024-09-03 10:00:00,33.37,33.37,1
2024-09-03 11:00:00,28.87,28.87,0
2024-09-03 12:00:00,30.19,30.19,1
2024-09-03 13:00:00,27.33,27.33,0
2024-09-03 14:00:00,27.11,27.11,0
2024-09-03 15:00:00,26.96,26.96,0
2024-09-03 16:00:00,21.9,21.9,1
2024-09-03 17:00:00,24.5,24.5,0
2024-09-03 18:00:00,21.5,21.5,0
2024-09-03 19:00:00,25.1,25.1,0
2024-09-03 20:00:00,18.2,18.2,0
2024-09-03 21:00:00,19.8,19.8,0
2024-09-03 22:00:00,18.0,18.0,0
2024-09-03 23:00:00,15.3,15.3,0
2024-09-04 00:00:00,15.3,15.3,0
2024-09-04 01:00:00,13.4,13.4,0
2024-09-04 02:00:00,12.0,12.0,1
2024-09-04 03:00:00,12.1,12.1,1
2024-09-04 04:00:00,12.6,12.6,1
2024-09-04 05:00:00,12.9,12.9,0
2024-09-04 06:00:00,15.1,15.1,0
2024-09-04 07:00:00,19.8,19.8,0
2024-09-04 08:00:00,23.5,23.5,1
2024-09-04 09:00:00,27.3,27.3,0
2024-09-04 10:00:00,24.3,24.3,0
2024-09-04 11:00:00,22.2,22.2,0
2024-09-04 12:00:00,26.6,26.6,0
2024-09-04 13:00:00,27.3,27.3,0
2024-09-04 14:00:00,18.1,18.1,0
2024-09-04 15:00:00,13.8,13.8,0
2024-09-04 16:00:00,16.7,16.7,0
2024-09-04 17:00:00,18.8,18.8,0
2024-09-04 18:00:00,13.5,13.5,1
2024-09-04 19:00:00,18.3,18.3,0
2024-09-04 20:00:00,27.6,27.6,0
2024-09-04 21:00:00,32.9,32.9,0
2024-09-04 22:00:00,39.4,39.4,1
2024-09-04 23:00:00,39.0,39.0,0
2024-09-05 00:00:00,34.8,34.8,0
2024-09-05 01:00:00,39.1,39.1,0
2024-09-05 02:00:00,41.3,41.3,0
2024-09-05 03:00:00,31.4,31.4,0
2024-09-05 04:00:00,35.2,35.2,0
2024-09-05 05:00:00,42.2,42.2,0
2024-09-05 06:00:00,36.9,36.9,0
2024-09-05 07:00:00,27.0,27.0,0
2024-09-05 08:00:00,40.3,40.3,0
2024-09-05 09:00:00,26.3,26.3,0
2024-09-05 10:00:00,18.0,18.0,0
2024-09-05 11:00:00,18.5,18.5,0
2024-09-05 12:00:00,27.6,27.6,0
2024-09-05 13:00:00,23.5,23.5,0
2024-09-05 14:00:00,20.4,20.4,0
2024-09-05 15:00:00,21.6,21.6,0
2024-09-05 16:00:00,20.2,20.2,0
2024-09-05 17:00:00,18.7,18.7,0
2024-09-05 18:00:00,22.5,22.5,0
2024-09-05 19:00:00,27.2,27.2,0
2024-09-05 20:00:00,24.7,24.7,0
2024-09-05 21:00:00,21.2,21.2,0
2024-09-05 22:00:00,17.7,17.7,0
2024-09-05 23:00:00,24.6,24.6,0
2024-09-06 00:00:00,23.4,23.4,0
2024-09-06 01:00:00,31.1,31.1,0
2024-09-06 02:00:00,36.7,36.7,1
2024-09-06 03:00:00,34.2,34.2,0
2024-09-06 04:00:00,23.7,23.7,0
2024-09-06 05:00:00,14.5,14.5,0
2024-09-06 06:00:00,11.1,11.1,1
2024-09-06 07:00:00,12.2,12.2,1
2024-09-06 08:00:00,15.1,15.1,0
2024-09-06 09:00:00,15.9,15.9,0
2024-09-06 10:00:00,20.9,20.9,0
2024-09-06 11:00:00,24.6,24.6,0
2024-09-06 12:00:00,25.5,25.5,0
2024-09-06 13:00:00,26.0,26.0,0
2024-09-06 14:00:00,21.7,21.7,0
2024-09-06 15:00:00,24.5,24.5,0
2024-09-06 16:00:00,18.1,18.1,0
2024-09-06 17:00:00,15.4,15.4,0
2024-09-06 18:00:00,16.9,16.9,0
2024-09-06 19:00:00,15.8,15.8,1
2024-09-06 20:00:00,16.7,16.7,0
2024-09-06 21:00:00,19.9,19.9,0
2024-09-06 22:00:00,31.0,31.0,0
2024-09-06 23:00:00,45.7,45.7,1
2024-09-07 00:00:00,34.0,34.0,0
2024-09-07 01:00:00,33.0,33.0,0
2024-09-07 02:00:00,34.2,34.2,0
2024-09-07 03:00:00,37.5,37.5,0
2024-09-07 04:00:00,36.0,36.0,0
2024-09-07 05:00:00,34.8,34.8,0
2024-09-07 06:00:00,31.1,31.1,0
2024-09-07 07:00:00,27.9,27.9,0
2024-09-07 08:00:00,25.9,25.9,1
2024-09-07 09:00:00,31.4,31.4,0
2024-09-07 10:00:00,37.5,37.5,0
2024-09-07 11:00:00,42.0,42.0,0
2024-09-07 12:00:00,46.2,46.2,1
2024-09-07 13:00:00,43.5,43.5,1
2024-09-07 14:00:00,27.1,27.1,0
2024-09-07 15:00:00,24.2,24.2,0
2024-09-07 16:00:00,21.1,21.1,0
2024-09-07 17:00:00,18.6,18.6,1
2024-09-07 18:00:00,16.5,16.5,1
2024-09-07 19:00:00,20.6,20.6,1
2024-09-07 20:00:00,26.6,26.6,0
2024-09-07 21:00:00,31.7,31.7,0
2024-09-07 22:00:00,32.4,32.4,0
2024-09-07 23:00:00,34.0,34.0,0
2024-09-08 00:00:00,39.17,39.17,0
2024-09-08 01:00:00,41.23,41.23,0
2024-09-08 02:00:00,50.55,50.55,0
2024-09-08 03:00:00,54.21,54.21,0
2024-09-08 04:00:00,54.53,54.53,1
2024-09-08 05:00:00,54.22,54.22,0
2024-09-08 06:00:00,61.09,61.09,0
2024-09-08 07:00:00,61.45,61.45,0
2024-09-08 08:00:00,70.88,70.88,1
2024-09-08 09:00:00,73.74,73.74,1
2024-09-08 10:00:00,50.8,50.8,0
2024-09-08 11:00:00,39.15,39.15,0
2024-09-08 12:00:00,31.8,31.8,0
2024-09-08 13:00:00,23.96,23.96,1
2024-09-08 14:00:00,24.04,24.04,0
2024-09-08 15:00:00,27.34,27.34,0
2024-09-08 16:00:00,25.3,25.3,0
2024-09-08 17:00:00,24.88,24.88,0
2024-09-08 18:00:00,26.44,26.44,0
2024-09-08 19:00:00,28.49,28.49,0
2024-09-08 20:00:00,38.19,38.19,1
2024-09-08 21:00:00,46.95,46.95,0
2024-09-08 22:00:00,,43.85,0
2024-09-08 23:00:00,,40.75,0
2024-09-09 00:00:00,37.65,37.65,0
2024-09-09 01:00:00,43.88,43.88,0
2024-09-09 02:00:00,40.34,40.34,0
2024-09-09 03:00:00,33.28,33.28,0
2024-09-09 04:00:00,36.26,36.26,0
2024-09-09 05:00:00,45.68,45.68,0
2024-09-09 06:00:00,47.06,47.06,0
2024-09-09 07:00:00,46.54,46.54,0
2024-09-09 08:00:00,40.41,40.41,0
2024-09-09 09:00:00,41.03,41.03,0
2024-09-09 10:00:00,42.75,42.75,1
2024-09-09 11:00:00,32.97,32.97,0
2024-09-09 12:00:00,27.4,27.4,0
2024-09-09 13:00:00,25.21,25.21,0
2024-09-09 14:00:00,20.44,20.44,0
2024-09-09 15:00:00,17.89,17.89,1
2024-09-09 16:00:00,19.63,19.63,1
2024-09-09 17:00:00,20.5,20.5,0
2024-09-09 18:00:00,20.0,20.0,1
2024-09-09 19:00:00,21.3,21.3,0
2024-09-09 20:00:00,21.59,21.59,0
2024-09-09 21:00:00,23.51,23.51,0
2024-09-09 22:00:00,24.55,24.55,0
2024-09-09 23:00:00,24.92,24.92,0
2024-09-10 00:00:00,26.41,26.41,0
2024-09-10 01:00:00,29.47,29.47,0
2024-09-10 02:00:00,31.82,31.82,1
2024-09-10 03:00:00,33.98,33.98,1
2024-09-10 04:00:00,33.2,33.2,0
2024-09-10 05:00:00,30.72,30.72,0
2024-09-10 06:00:00,29.79,29.79,0
2024-09-10 07:00:00,24.15,24.15,0
2024-09-10 08:00:00,25.41,25.41,0
2024-09-10 09:00:00,29.6,29.6,0
2024-09-10 10:00:00,39.69,39.69,0
2024-09-10 11:00:00,38.6,38.6,0
2024-09-10 12:00:00,27.3,27.3,0
2024-09-10 13:00:00,28.7,28.7,0
2024-09-10 14:00:00,34.8,34.8,0
2024-09-10 15:00:00,29.6,29.6,0
2024-09-10 16:00:00,25.4,25.4,0
2024-09-10 17:00:00,27.6,27.6,0
2024-09-10 18:00:00,28.6,28.6,0
2024-09-10 19:00:00,29.9,29.9,0
2024-09-10 20:00:00,34.7,34.7,0
2024-09-10 21:00:00,43.1,43.1,0
2024-09-10 22:00:00,49.3,49.3,0
2024-09-10 23:00:00,31.0,31.0,0
2024-09-11 00:00:00,22.7,22.7,0
2024-09-11 01:00:00,30.1,30.1,0
2024-09-11 02:00:00,20.8,20.8,0
2024-09-11 03:00:00,10.8,10.8,0
2024-09-11 04:00:00,10.3,10.3,0
2024-09-11 05:00:00,18.2,18.2,0
2024-09-11 06:00:00,20.2,20.2,0
2024-09-11 07:00:00,16.7,16.7,0
2024-09-11 08:00:00,31.5,31.5,0
2024-09-11 09:00:00,47.4,47.4,0
2024-09-11 10:00:00,47.5,47.5,0
2024-09-11 11:00:00,38.2,38.2,1
2024-09-11 12:00:00,30.3,30.3,0
2024-09-11 13:00:00,22.5,22.5,0
2024-09-11 14:00:00,22.5,22.5,0
2024-09-11 15:00:00,19.0,19.0,1
2024-09-11 16:00:00,12.3,12.3,0
2024-09-11 17:00:00,16.5,16.5,0
2024-09-11 18:00:00,27.5,27.5,0
2024-09-11 19:00:00,36.4,36.4,0
2024-09-11 20:00:00,40.1,40.1,0
2024-09-11 21:00:00,30.0,30.0,0
2024-09-11 22:00:00,32.6,32.6,0
2024-09-11 23:00:00,38.8,38.8,0
2024-09-12 00:00:00,48.1,48.1,0
2024-09-12 01:00:00,41.2,41.2,1
2024-09-12 02:00:00,39.2,39.2,0
2024-09-12 03:00:00,32.5,32.5,0
2024-09-12 04:00:00,23.6,23.6,0
2024-09-12 05:00:00,19.6,19.6,1
2024-09-12 06:00:00,18.1,18.1,0
2024-09-12 07:00:00,21.1,21.1,0
2024-09-12 08:00:00,26.5,26.5,0
2024-09-12 09:00:00,39.9,39.9,0
2024-09-12 10:00:00,55.1,55.1,1
2024-09-12 11:00:00,39.1,39.1,1
2024-09-12 12:00:00,32.4,32.4,0
2024-09-12 13:00:00,22.1,22.1,0
2024-09-12 14:00:00,19.4,19.4,0
2024-09-12 15:00:00,20.3,20.3,0
2024-09-12 16:00:00,18.33,18.33,0
2024-09-12 17:00:00,16.61,16.61,0
2024-09-12 18:00:00,16.35,16.35,0
2024-09-12 19:00:00,17.75,17.75,1
2024-09-12 20:00:00,32.0,32.0,0
2024-09-12 21:00:00,40.96,40.96,0
2024-09-12 22:00:00,42.85,42.85,0
2024-09-12 23:00:00,46.49,46.49,0
2024-09-13 00:00:00,49.82,49.82,0
2024-09-13 01:00:00,51.71,51.71,0
2024-09-13 02:00:00,53.41,53.41,0
2024-09-13 03:00:00,55.27,55.27,0
2024-09-13 04:00:00,60.3,60.3,0
2024-09-13 05:00:00,45.49,45.49,0
2024-09-13 06:00:00,44.3,44.3,0
2024-09-13 07:00:00,57.53,57.53,0
2024-09-13 08:00:00,68.76,68.76,0
2024-09-13 09:00:00,58.14,58.14,1
2024-09-13 10:00:00,45.47,45.47,0
2024-09-13 11:00:00,37.29,37.29,0
2024-09-13 12:00:00,33.19,33.19,1
2024-09-13 13:00:00,33.73,33.73,1
2024-09-13 14:00:00,33.15,33.15,0
2024-09-13 15:00:00,29.37,29.37,0
2024-09-13 16:00:00,24.33,24.33,0
2024-09-13 17:00:00,24.64,24.64,0
2024-09-13 18:00:00,21.72,21.72,1
2024-09-13 19:00:00,24.1,24.1,0
2024-09-13 20:00:00,25.31,25.31,0
2024-09-13 21:00:00,29.4,29.4,0
2024-09-13 22:00:00,34.38,34.38,1
2024-09-13 23:00:00,31.98,31.98,0
2024-09-14 00:00:00,28.28,28.28,0
2024-09-14 01:00:00,27.07,27.07,0
2024-09-14 02:00:00,27.92,27.92,0
2024-09-14 03:00:00,24.51,24.51,0
2024-09-14 04:00:00,24.84,24.84,0
2024-09-14 05:00:00,27.29,27.29,0
2024-09-14 06:00:00,28.64,28.64,0
2024-09-14 07:00:00,26.98,26.98,0
2024-09-14 08:00:00,28.79,28.79,0
2024-09-14 09:00:00,35.34,35.34,0
2024-09-14 10:00:00,35.42,35.42,0
2024-09-14 11:00:00,35.04,35.04,0
2024-09-14 12:00:00,38.93,38.93,1
2024-09-14 13:00:00,33.94,33.94,0
2024-09-14 14:00:00,28.16,28.16,0
2024-09-14 15:00:00,26.07,26.07,0
2024-09-14 16:00:00,23.45,23.45,1
2024-09-14 17:00:00,26.0,26.0,1
2024-09-14 18:00:00,24.7,24.7,1
2024-09-14 19:00:00,28.5,28.5,0
2024-09-14 20:00:00,31.0,31.0,0
2024-09-14 21:00:00,36.0,36.0,0
2024-09-14 22:00:00,40.2,40.2,1
2024-09-14 23:00:00,37.9,37.9,1
2024-09-15 00:00:00,35.2,35.2,0
2024-09-15 01:00:00,26.7,26.7,0
2024-09-15 02:00:00,21.2,21.2,0
2024-09-15 03:00:00,16.2,16.2,0
2024-09-15 04:00:00,14.0,14.0,1
2024-09-15 05:00:00,11.9,11.9,1
2024-09-15 06:00:00,14.7,14.7,0
2024-09-15 07:00:00,16.1,16.1,0
2024-09-15 08:00:00,16.8,16.8,0
2024-09-15 09:00:00,16.7,16.7,0
2024-09-15 10:00:00,16.1,16.1,1
2024-09-15 11:00:00,17.4,17.4,0
2024-09-15 12:00:00,20.3,20.3,0
2024-09-15 13:00:00,21.7,21.7,0
2024-09-15 14:00:00,22.9,22.9,1
2024-09-15 15:00:00,24.2,24.2,0
2024-09-15 16:00:00,23.8,23.8,0
2024-09-15 17:00:00,22.3,22.3,0
2024-09-15 18:00:00,19.1,19.1,0
2024-09-15 19:00:00,19.0,19.0,0
2024-09-15 20:00:00,20.6,20.6,0
2024-09-15 21:00:00,21.5,21.5,0
2024-09-15 22:00:00,22.0,22.0,0
2024-09-15 23:00:00,19.6,19.6,0
2024-09-16 00:00:00,21.0,21.0,0
2024-09-16 01:00:00,23.4,23.4,0
2024-09-16 02:00:00,21.2,21.2,0
2024-09-16 03:00:00,22.8,22.8,0
2024-09-16 04:00:00,20.2,20.2,0
2024-09-16 05:00:00,15.8,15.8,0
2024-09-16 06:00:00,13.6,13.6,0
2024-09-16 07:00:00,13.0,13.0,0
2024-09-16 08:00:00,15.8,15.8,0
2024-09-16 09:00:00,12.5,12.5,0
2024-09-16 10:00:00,12.4,12.4,0
2024-09-16 11:00:00,15.7,15.7,0
2024-09-16 12:00:00,20.2,20.2,0
2024-09-16 13:00:00,21.6,21.6,0
2024-09-16 14:00:00,17.9,17.9,0
2024-09-16 15:00:00,15.2,15.2,0
2024-09-16 16:00:00,14.3,14.3,0
2024-09-16 17:00:00,12.7,12.7,0
2024-09-16 18:00:00,18.0,18.0,0
2024-09-16 19:00:00,27.5,27.5,0
2024-09-16 20:00:00,32.5,32.5,0
2024-09-16 21:00:00,38.6,38.6,0
2024-09-16 22:00:00,37.4,37.4,0
2024-09-16 23:00:00,34.8,34.8,0
2024-09-17 00:00:00,24.4,24.4,0
2024-09-17 01:00:00,25.5,25.5,0
2024-09-17 02:00:00,30.9,30.9,0
2024-09-17 03:00:00,29.9,29.9,0
2024-09-17 04:00:00,29.4,29.4,0
2024-09-17 05:00:00,25.3,25.3,0
2024-09-17 06:00:00,16.5,16.5,0
2024-09-17 07:00:00,17.1,17.1,0
2024-09-17 08:00:00,21.1,21.1,0
2024-09-17 09:00:00,24.0,24.0,0
2024-09-17 10:00:00,24.0,24.0,0
2024-09-17 11:00:00,17.1,17.1,0
2024-09-17 12:00:00,16.5,16.5,0
2024-09-17 13:00:00,14.9,14.9,0
2024-09-17 14:00:00,22.5,22.5,0
2024-09-17 15:00:00,22.8,22.8,0
2024-09-17 16:00:00,22.4,22.4,0
2024-09-17 17:00:00,19.2,19.2,0
2024-09-17 18:00:00,18.4,18.4,0
2024-09-17 19:00:00,19.2,19.2,0
2024-09-17 20:00:00,22.8,22.8,0
2024-09-17 21:00:00,27.7,27.7,0
2024-09-17 22:00:00,27.1,27.1,0
2024-09-17 23:00:00,50.8,50.8,0
2024-09-18 00:00:00,76.8,76.8,1
2024-09-18 01:00:00,64.9,64.9,1
2024-09-18 02:00:00,50.7,50.7,0
2024-09-18 03:00:00,30.4,30.4,0
2024-09-18 04:00:00,17.0,17.0,0
2024-09-18 05:00:00,11.8,11.8,1
2024-09-18 06:00:00,12.2,12.2,1
2024-09-18 07:00:00,13.0,13.0,0
2024-09-18 08:00:00,15.3,15.3,0
2024-09-18 09:00:00,12.9,12.9,0
2024-09-18 10:00:00,12.8,12.8,0
2024-09-18 11:00:00,11.9,11.9,0
2024-09-18 12:00:00,11.82,11.82,0
2024-09-18 13:00:00,14.69,14.69,0
2024-09-18 14:00:00,13.67,13.67,0
2024-09-18 15:00:00,15.56,15.56,0
2024-09-18 16:00:00,18.49,18.49,0
2024-09-18 17:00:00,18.63,18.63,0
2024-09-18 18:00:00,21.66,21.66,0
2024-09-18 19:00:00,18.49,18.49,0
2024-09-18 20:00:00,27.59,27.59,0
2024-09-18 21:00:00,28.46,28.46,0
2024-09-18 22:00:00,26.24,26.24,0
2024-09-18 23:00:00,35.96,35.96,0
2024-09-19 00:00:00,37.95,37.95,0
2024-09-19 01:00:00,36.27,36.27,0
2024-09-19 02:00:00,30.2,30.2,0
2024-09-19 03:00:00,31.4,31.4,0
2024-09-19 04:00:00,31.77,31.77,0
2024-09-19 05:00:00,31.62,31.62,0
2024-09-19 06:00:00,29.04,29.04,0
2024-09-19 07:00:00,21.15,21.15,0
2024-09-19 08:00:00,22.59,22.59,0
2024-09-19 09:00:00,14.9,14.9,0
2024-09-19 10:00:00,16.08,16.08,0
2024-09-19 11:00:00,12.96,12.96,0
2024-09-19 12:00:00,12.11,12.11,0
2024-09-19 13:00:00,9.53,9.53,0
2024-09-19 14:00:00,14.38,14.38,0
2024-09-19 15:00:00,13.91,13.91,0
2024-09-19 16:00:00,12.86,12.86,1
2024-09-19 17:00:00,17.94,17.94,0
2024-09-19 18:00:00,23.9,23.9,0
2024-09-19 19:00:00,31.36,31.36,0
2024-09-19 20:00:00,48.92,48.92,1
2024-09-19 21:00:00,46.97,46.97,0
2024-09-19 22:00:00,38.89,38.89,0
2024-09-19 23:00:00,23.87,23.87,0
2024-09-20 00:00:00,20.55,20.55,0
2024-09-20 01:00:00,19.86,19.86,1
2024-09-20 02:00:00,23.22,23.22,0
2024-09-20 03:00:00,25.8,25.8,0
2024-09-20 04:00:00,25.2,25.2,0
2024-09-20 05:00:00,26.22,26.22,0
2024-09-20 06:00:00,33.71,33.71,0
