datetime,original,filled_full,flag
2024-08-29 03:00:00,6.1,6.1,0
2024-08-29 04:00:00,5.9,5.9,0
2024-08-29 05:00:00,5.5,5.5,0
2024-08-29 06:00:00,5.7,5.7,0
2024-08-29 07:00:00,6.0,6.0,0
2024-08-29 08:00:00,5.0,5.0,0
2024-08-29 09:00:00,4.4,4.4,0
2024-08-29 10:00:00,4.5,4.5,0
2024-08-29 11:00:00,5.9,5.9,0
2024-08-29 12:00:00,8.0,8.0,0
2024-08-29 13:00:00,8.7,8.7,0
2024-08-29 14:00:00,7.9,7.9,0
2024-08-29 15:00:00,6.8,6.8,0
2024-08-29 16:00:00,10.0,10.0,0
2024-08-29 17:00:00,7.2,7.2,0
2024-08-29 18:00:00,7.8,7.8,1
2024-08-29 19:00:00,6.8,6.8,0
2024-08-29 20:00:00,6.2,6.2,0
2024-08-29 21:00:00,5.9,5.9,0
2024-08-29 22:00:00,4.2,4.2,0
2024-08-29 23:00:00,3.7,3.7,0
2024-08-30 00:00:00,3.8,3.8,0
2024-08-30 01:00:00,4.3,4.3,0
2024-08-30 02:00:00,4.1,4.1,0
2024-08-30 03:00:00,4.1,4.1,0
2024-08-30 04:00:00,4.0,4.0,0
2024-08-30 05:00:00,4.4,4.4,0
2024-08-30 06:00:00,5.4,5.4,0
2024-08-30 07:00:00,4.8,4.8,0
2024-08-30 08:00:00,4.2,4.2,0
2024-08-30 09:00:00,4.3,4.3,0
2024-08-30 10:00:00,3.9,3.9,0
2024-08-30 11:00:00,4.1,4.1,0
2024-08-30 12:00:00,4.8,4.8,0
2024-08-30 13:00:00,4.3,4.3,0
2024-08-30 14:00:00,4.4,4.4,0
2024-08-30 15:00:00,4.7,4.7,0
2024-08-30 16:00:00,6.3,6.3,0
2024-08-30 17:00:00,6.1,6.1,0
2024-08-30 18:00:00,5.9,5.9,0
2024-08-30 19:00:00,6.6,6.6,0
2024-08-30 20:00:00,5.2,5.2,0
2024-08-30 21:00:00,5.0,5.0,0
2024-08-30 22:00:00,4.0,4.0,0
2024-08-30 23:00:00,4.2,4.2,0
2024-08-31 00:00:00,4.7,4.7,0
2024-08-31 01:00:00,4.5,4.5,0
2024-08-31 02:00:00,4.3,4.3,0
2024-08-31 03:00:00,4.4,4.4,0
2024-08-31 04:00:00,4.4,4.4,0
2024-08-31 05:00:00,4.4,4.4,0
2024-08-31 06:00:00,4.4,4.4,0
2024-08-31 07:00:00,3.9,3.9,0
2024-08-31 08:00:00,3.8,3.8,1
2024-08-31 09:00:00,3.9,3.9,0
2024-08-31 10:00:00,3.6,3.6,0
2024-08-31 11:00:00,4.0,4.0,0
2024-08-31 12:00:00,3.7,3.7,0
2024-08-31 13:00:00,4.3,4.3,0
2024-08-31 14:00:00,4.3,4.3,0
2024-08-31 15:00:00,4.1,4.1,0
2024-08-31 16:00:00,3.9,3.9,0
2024-08-31 17:00:00,3.8,3.8,0
2024-08-31 18:00:00,3.9,3.9,0
2024-08-31 19:00:00,4.0,4.0,0
2024-08-31 20:00:00,4.5,4.5,1
2024-08-31 21:00:00,3.9,3.9,0
2024-08-31 22:00:00,3.78,3.78,0
2024-08-31 23:00:00,3.87,3.87,0
2024-09-01 00:00:00,3.96,3.96,0
2024-09-01 01:00:00,3.77,3.77,0
2024-09-01 02:00:00,4.38,4.38,0
2024-09-01 03:00:00,4.16,4.16,0
2024-09-01 04:00:00,5.76,5.76,0
2024-09-01 05:00:00,6.66,6.66,0
2024-09-01 06:00:00,6.27,6.27,0
2024-09-01 07:00:00,5.61,5.61,0
2024-09-01 08:00:00,5.28,5.28,0
2024-09-01 09:00:00,4.74,4.74,1
2024-09-01 10:00:00,4.39,4.39,1
2024-09-01 11:00:00,5.19,5.19,0
2024-09-01 12:00:00,6.32,6.32,0
2024-09-01 13:00:00,10.01,10.01,0
2024-09-01 14:00:00,11.56,11.56,1
2024-09-01 15:00:00,14.29,14.29,0
2024-09-01 16:00:00,12.91,12.91,0
2024-09-01 17:00:00,10.57,10.57,0
2024-09-01 18:00:00,8.13,8.13,0
2024-09-01 19:00:00,7.66,7.66,0
2024-09-01 20:00:00,10.04,10.04,0
2024-09-01 21:00:00,8.52,8.52,0
2024-09-01 22:00:00,7.0,7.0,0
2024-09-01 23:00:00,6.75,6.75,0
2024-09-02 00:00:00,5.51,5.51,0
2024-09-02 01:00:00,5.11,5.11,0
2024-09-02 02:00:00,7.18,7.18,0
2024-09-02 03:00:00,6.21,6.21,0
2024-09-02 04:00:00,5.62,5.62,0
2024-09-02 05:00:00,6.0,6.0,1
2024-09-02 06:00:00,5.34,5.34,0
2024-09-02 07:00:00,4.85,4.85,0
2024-09-02 08:00:00,4.12,4.12,0
2024-09-02 09:00:00,4.03,4.03,1
2024-09-02 10:00:00,3.63,3.63,1
2024-09-02 11:00:00,3.88,3.88,1
2024-09-02 12:00:00,4.32,4.32,0
2024-09-02 13:00:00,4.76,4.76,0
2024-09-02 14:00:00,5.95,5.95,0
2024-09-02 15:00:00,6.37,6.37,0
2024-09-02 16:00:00,7.48,7.48,0
2024-09-02 17:00:00,7.35,7.35,0
2024-09-02 18:00:00,8.72,8.72,0
2024-09-02 19:00:00,10.15,10.15,0
2024-09-02 20:00:00,,7.6,0
2024-09-02 21:00:00,5.05,5.05,0
2024-09-02 22:00:00,4.03,4.03,0
2024-09-02 23:00:00,5.02,5.02,0
2024-09-03 00:00:00,5.9,5.9,0
2024-09-03 01:00:00,6.01,6.01,0
2024-09-03 02:00:00,5.32,5.32,0
2024-09-03 03:00:00,5.57,5.57,0
2024-09-03 04:00:00,5.13,5.13,0
2024-09-03 05:00:00,5.84,5.84,0
2024-09-03 06:00:00,5.65,5.65,0
2024-09-03 07:00:00,4.73,4.73,0
2024-09-03 08:00:00,4.04,4.04,0
2024-09-03 09:00:00,4.02,4.02,0
2024-09-03 10:00:00,3.9,3.9,0
2024-09-03 11:00:00,6.99,6.99,0
2024-09-03 12:00:00,8.84,8.84,0
2024-09-03 13:00:00,5.82,5.82,0
2024-09-03 14:00:00,5.58,5.58,0
2024-09-03 15:00:00,6.03,6.03,0
2024-09-03 16:00:00,6.09,6.09,0
2024-09-03 17:00:00,5.9,5.9,0
2024-09-03 18:00:00,5.4,5.4,0
2024-09-03 19:00:00,5.9,5.9,0
2024-09-03 20:00:00,6.1,6.1,0
2024-09-03 21:00:00,5.9,5.9,0
2024-09-03 22:00:00,5.4,5.4,0
2024-09-03 23:00:00,6.4,6.4,0
2024-09-04 00:00:00,5.4,5.4,0
2024-09-04 01:00:00,4.9,4.9,0
2024-09-04 02:00:00,5.8,5.8,0
2024-09-04 03:00:00,5.7,5.7,0
2024-09-04 04:00:00,6.2,6.2,1
2024-09-04 05:00:00,5.7,5.7,0
2024-09-04 06:00:00,5.2,5.2,0
2024-09-04 07:00:00,4.7,4.7,0
2024-09-04 08:00:00,3.9,3.9,1
2024-09-04 09:00:00,3.7,3.7,1
2024-09-04 10:00:00,3.8,3.8,0
2024-09-04 11:00:00,4.1,4.1,0
2024-09-04 12:00:00,5.2,5.2,0
2024-09-04 13:00:00,5.4,5.4,0
2024-09-04 14:00:00,6.8,6.8,1
2024-09-04 15:00:00,6.0,6.0,0
2024-09-04 16:00:00,4.7,4.7,0
2024-09-04 17:00:00,4.4,4.4,0
2024-09-04 18:00:00,4.2,4.2,0
2024-09-04 19:00:00,4.0,4.0,0
2024-09-04 20:00:00,4.3,4.3,0
2024-09-04 21:00:00,4.9,4.9,0
2024-09-04 22:00:00,4.7,4.7,0
2024-09-04 23:00:00,4.2,4.2,0
2024-09-05 00:00:00,4.4,4.4,0
2024-09-05 01:00:00,4.3,4.3,0
2024-09-05 02:00:00,3.8,3.8,0
2024-09-05 03:00:00,3.7,3.7,0
2024-09-05 04:00:00,3.8,3.8,0
2024-09-05 05:00:00,4.0,4.0,0
2024-09-05 06:00:00,3.9,3.9,0
2024-09-05 07:00:00,3.8,3.8,0
2024-09-05 08:00:00,3.8,3.8,0
2024-09-05 09:00:00,4.3,4.3,0
2024-09-05 10:00:00,4.2,4.2,0
2024-09-05 11:00:00,4.5,4.5,0
2024-09-05 12:00:00,4.7,4.7,0
2024-09-05 13:00:00,5.4,5.4,1
2024-09-05 14:00:00,7.7,7.7,1
2024-09-05 15:00:00,6.5,6.5,1
2024-09-05 16:00:00,4.6,4.6,0
2024-09-05 17:00:00,4.0,4.0,0
2024-09-05 18:00:00,4.0,4.0,0
2024-09-05 19:00:00,3.7,3.7,0
2024-09-05 20:00:00,3.6,3.6,0
2024-09-05 21:00:00,3.6,3.6,0
2024-09-05 22:00:00,3.9,3.9,0
2024-09-05 23:00:00,3.6,3.6,0
2024-09-06 00:00:00,3.8,3.8,0
2024-09-06 01:00:00,3.8,3.8,1
2024-09-06 02:00:00,4.0,4.0,0
2024-09-06 03:00:00,4.1,4.1,0
2024-09-06 04:00:00,4.3,4.3,0
2024-09-06 05:00:00,5.8,5.8,1
2024-09-06 06:00:00,5.8,5.8,0
2024-09-06 07:00:00,5.3,5.3,0
2024-09-06 08:00:00,4.1,4.1,0
2024-09-06 09:00:00,3.9,3.9,0
2024-09-06 10:00:00,4.3,4.3,0
2024-09-06 11:00:00,4.2,4.2,0
2024-09-06 12:00:00,4.8,4.8,0
2024-09-06 13:00:00,6.7,6.7,0
2024-09-06 14:00:00,9.5,9.5,1
2024-09-06 15:00:00,10.2,10.2,1
2024-09-06 16:00:00,7.0,7.0,0
2024-09-06 17:00:00,7.7,7.7,0
2024-09-06 18:00:00,6.0,6.0,0
2024-09-06 19:00:00,4.7,4.7,0
2024-09-06 20:00:00,4.0,4.0,0
2024-09-06 21:00:00,4.2,4.2,0
2024-09-06 22:00:00,4.8,4.8,0
2024-09-06 23:00:00,3.7,3.7,0
2024-09-07 00:00:00,3.8,3.8,1
2024-09-07 01:00:00,5.0,5.0,0
2024-09-07 02:00:00,4.9,4.9,0
2024-09-07 03:00:00,5.0,5.0,0
2024-09-07 04:00:00,5.3,5.3,1
2024-09-07 05:00:00,4.1,4.1,0
2024-09-07 06:00:00,4.1,4.1,0
2024-09-07 07:00:00,4.1,4.1,0
2024-09-07 08:00:00,3.8,3.8,1
2024-09-07 09:00:00,3.6,3.6,1
2024-09-07 10:00:00,3.9,3.9,0
2024-09-07 11:00:00,3.9,3.9,0
2024-09-07 12:00:00,5.3,5.3,0
2024-09-07 13:00:00,7.4,7.4,1
2024-09-07 14:00:00,5.7,5.7,0
2024-09-07 15:00:00,5.6,5.6,0
2024-09-07 16:00:00,5.3,5.3,0
2024-09-07 17:00:00,9.0,9.0,0
2024-09-07 18:00:00,14.3,14.3,0
2024-09-07 19:00:00,,11.56,0
2024-09-07 20:00:00,,8.82,0
2024-09-07 21:00:00,6.08,6.08,0
2024-09-07 22:00:00,,6.119130434782609,0
2024-09-07 23:00:00,,6.1582608695652175,0
2024-09-08 00:00:00,,6.197391304347827,0
2024-09-08 01:00:00,,6.236521739130435,0
2024-09-08 02:00:00,,6.275652173913044,0
2024-09-08 03:00:00,,6.314782608695652,0
2024-09-08 04:00:00,,6.353913043478261,0
2024-09-08 05:00:00,,6.39304347826087,0
2024-09-08 06:00:00,,6.432173913043479,0
2024-09-08 07:00:00,,6.471304347826087,0
2024-09-08 08:00:00,,6.510434782608696,0
2024-09-08 09:00:00,,6.549565217391304,0
2024-09-08 10:00:00,,6.5886956521739135,0
2024-09-08 11:00:00,,6.627826086956522,0
2024-09-08 12:00:00,,6.666956521739131,0
2024-09-08 13:00:00,,6.706086956521739,0
2024-09-08 14:00:00,,6.745217391304348,0
2024-09-08 15:00:00,,6.784347826086957,0
2024-09-08 16:00:00,,6.823478260869566,0
2024-09-08 17:00:00,,6.862608695652174,0
2024-09-08 18:00:00,,6.901739130434783,0
2024-09-08 19:00:00,,6.940869565217392,0
2024-09-08 20:00:00,6.98,6.98,0
2024-09-08 21:00:00,9.21,9.21,0
2024-09-08 22:00:00,,8.388,0
2024-09-08 23:00:00,,7.566000000000001,0
2024-09-09 00:00:00,,6.744,0
2024-09-09 01:00:00,,5.922000000000001,0
2024-09-09 02:00:00,5.1,5.1,0
2024-09-09 03:00:00,6.96,6.96,0
2024-09-09 04:00:00,,7.017058823529411,0
2024-09-09 05:00:00,,7.074117647058824,0
2024-09-09 06:00:00,,7.131176470588235,0
2024-09-09 07:00:00,,7.188235294117647,0
2024-09-09 08:00:00,,7.245294117647059,0
2024-09-09 09:00:00,,7.302352941176471,0
2024-09-09 10:00:00,,7.359411764705882,0
2024-09-09 11:00:00,,7.416470588235294,0
2024-09-09 12:00:00,,7.473529411764706,0
2024-09-09 13:00:00,,7.530588235294117,0
2024-09-09 14:00:00,,7.58764705882353,0
2024-09-09 15:00:00,,7.644705882352941,0
2024-09-09 16:00:00,,7.701764705882353,0
2024-09-09 17:00:00,,7.758823529411765,0
2024-09-09 18:00:00,,7.815882352941177,0
2024-09-09 19:00:00,,7.872941176470588,0
2024-09-09 20:00:00,,7.93,0
2024-09-09 21:00:00,,7.987058823529412,0
2024-09-09 22:00:00,,8.044117647058824,0
2024-09-09 23:00:00,,8.101176470588236,0
2024-09-10 00:00:00,,8.158235294117647,0
2024-09-10 01:00:00,,8.215294117647058,0
2024-09-10 02:00:00,,8.272352941176472,0
2024-09-10 03:00:00,,8.329411764705883,0
2024-09-10 04:00:00,,8.386470588235294,0
2024-09-10 05:00:00,,8.443529411764706,0
2024-09-10 06:00:00,,8.500588235294117,0
2024-09-10 07:00:00,,8.55764705882353,0
2024-09-10 08:00:00,,8.614705882352942,0
2024-09-10 09:00:00,,8.671764705882353,0
2024-09-10 10:00:00,,8.728823529411764,0
2024-09-10 11:00:00,,8.785882352941176,0
2024-09-10 12:00:00,,8.842941176470589,0
2024-09-10 13:00:00,8.9,8.9,0
2024-09-10 14:00:00,11.0,11.0,0
2024-09-10 15:00:00,10.0,10.0,0
2024-09-10 16:00:00,8.2,8.2,0
2024-09-10 17:00:00,6.5,6.5,0
2024-09-10 18:00:00,5.1,5.1,0
2024-09-10 19:00:00,4.7,4.7,0
2024-09-10 20:00:00,4.4,4.4,0
2024-09-10 21:00:00,3.8,3.8,0
2024-09-10 22:00:00,3.6,3.6,0
2024-09-10 23:00:00,4.7,4.7,0
2024-09-11 00:00:00,5.0,5.0,0
2024-09-11 01:00:00,4.0,4.0,0
2024-09-11 02:00:00,4.8,4.8,0
2024-09-11 03:00:00,6.0,6.0,0
2024-09-11 04:00:00,9.7,9.7,1
2024-09-11 05:00:00,5.1,5.1,0
2024-09-11 06:00:00,4.1,4.1,0
2024-09-11 07:00:00,3.7,3.7,0
2024-09-11 08:00:00,2.8,2.8,0
2024-09-11 09:00:00,3.9,3.9,0
2024-09-11 10:00:00,5.4,5.4,0
2024-09-11 11:00:00,6.7,6.7,0
2024-09-11 12:00:00,,6.74,0
2024-09-11 13:00:00,,6.78,0
2024-09-11 14:00:00,,6.82,0
2024-09-11 15:00:00,,6.86,0
2024-09-11 16:00:00,,6.9,0
2024-09-11 17:00:00,,6.94,0
2024-09-11 18:00:00,,6.98,0
2024-09-11 19:00:00,,7.0200000000000005,0
2024-09-11 20:00:00,,7.0600000000000005,0
2024-09-11 21:00:00,,7.1000000000000005,0
2024-09-11 22:00:00,,7.140000000000001,0
2024-09-11 23:00:00,,7.18,0
2024-09-12 00:00:00,,7.220000000000001,0
2024-09-12 01:00:00,,7.26,0
2024-09-12 02:00:00,,7.3,0
2024-09-12 03:00:00,,7.34,0
2024-09-12 04:00:00,,7.38,0
2024-09-12 05:00:00,,7.42,0
2024-09-12 06:00:00,,7.46,0
2024-09-12 07:00:00,,7.5,0
2024-09-12 08:00:00,,7.54,0
2024-09-12 09:00:00,,7.58,0
2024-09-12 10:00:00,,7.62,0
2024-09-12 11:00:00,,7.66,0
2024-09-12 12:00:00,7.7,7.7,0
2024-09-12 13:00:00,5.6,5.6,0
2024-09-12 14:00:00,6.5,6.5,0
2024-09-12 15:00:00,6.4,6.4,0
2024-09-12 16:00:00,4.62,4.62,0
2024-09-12 17:00:00,6.56,6.56,1
2024-09-12 18:00:00,5.1,5.1,0
2024-09-12 19:00:00,3.88,3.88,0
2024-09-12 20:00:00,3.22,3.22,0
2024-09-12 21:00:00,3.11,3.11,0
2024-09-12 22:00:00,3.21,3.21,0
2024-09-12 23:00:00,3.41,3.41,0
2024-09-13 00:00:00,3.49,3.49,0
2024-09-13 01:00:00,3.5,3.5,0
2024-09-13 02:00:00,3.24,3.24,0
2024-09-13 03:00:00,2.89,2.89,0
2024-09-13 04:00:00,2.93,2.93,0
2024-09-13 05:00:00,2.76,2.76,0
2024-09-13 06:00:00,,2.9104878048780485,0
2024-09-13 07:00:00,,3.060975609756097,0
2024-09-13 08:00:00,,3.2114634146341463,0
2024-09-13 09:00:00,,3.361951219512195,0
2024-09-13 10:00:00,,3.5124390243902437,0
2024-09-13 11:00:00,,3.6629268292682924,0
2024-09-13 12:00:00,,3.8134146341463415,0
2024-09-13 13:00:00,,3.96390243902439,0
2024-09-13 14:00:00,,4.114390243902439,0
2024-09-13 15:00:00,,4.264878048780488,0
2024-09-13 16:00:00,,4.415365853658536,0
2024-09-13 17:00:00,,4.565853658536585,0
2024-09-13 18:00:00,,4.716341463414634,0
2024-09-13 19:00:00,,4.866829268292683,0
2024-09-13 20:00:00,,5.017317073170732,0
2024-09-13 21:00:00,,5.167804878048781,0
2024-09-13 22:00:00,,5.318292682926829,0
2024-09-13 23:00:00,,5.468780487804878,0
2024-09-14 00:00:00,,5.619268292682927,0
2024-09-14 01:00:00,,5.769756097560975,0
2024-09-14 02:00:00,,5.920243902439024,0
2024-09-14 03:00:00,,6.070731707317073,0
2024-09-14 04:00:00,,6.2212195121951215,0
2024-09-14 05:00:00,,6.37170731707317,0
2024-09-14 06:00:00,,6.522195121951219,0
2024-09-14 07:00:00,,6.672682926829268,0
2024-09-14 08:00:00,,6.823170731707317,0
2024-09-14 09:00:00,,6.973658536585366,0
2024-09-14 10:00:00,,7.1241463414634145,0
2024-09-14 11:00:00,,7.274634146341463,0
2024-09-14 12:00:00,,7.425121951219512,0
2024-09-14 13:00:00,,7.575609756097561,0
2024-09-14 14:00:00,,7.726097560975609,0
2024-09-14 15:00:00,,7.876585365853658,0
2024-09-14 16:00:00,,8.027073170731708,0
2024-09-14 17:00:00,,8.177560975609756,0
2024-09-14 18:00:00,,8.328048780487805,0
2024-09-14 19:00:00,,8.478536585365854,0
2024-09-14 20:00:00,,8.629024390243902,0
2024-09-14 21:00:00,,8.779512195121951,0
2024-09-14 22:00:00,,8.93,0
2024-09-14 23:00:00,,9.080487804878048,0
2024-09-15 00:00:00,,9.230975609756097,0
2024-09-15 01:00:00,,9.381463414634146,0
2024-09-15 02:00:00,,9.531951219512194,0
2024-09-15 03:00:00,,9.682439024390245,0
2024-09-15 04:00:00,,9.832926829268292,0
2024-09-15 05:00:00,,9.983414634146342,0
2024-09-15 06:00:00,,10.13390243902439,0
2024-09-15 07:00:00,,10.28439024390244,0
2024-09-15 08:00:00,,10.434878048780487,0
2024-09-15 09:00:00,,10.585365853658537,0
2024-09-15 10:00:00,,10.735853658536584,0
2024-09-15 11:00:00,,10.886341463414634,0
2024-09-15 12:00:00,,11.036829268292683,0
2024-09-15 13:00:00,,11.187317073170732,0
2024-09-15 14:00:00,,11.33780487804878,0
2024-09-15 15:00:00,,11.48829268292683,0
2024-09-15 16:00:00,,11.638780487804878,0
2024-09-15 17:00:00,,11.789268292682927,0
2024-09-15 18:00:00,,11.939756097560975,0
2024-09-15 19:00:00,,12.090243902439024,0
2024-09-15 20:00:00,,12.240731707317073,0
2024-09-15 21:00:00,,12.391219512195121,0
2024-09-15 22:00:00,,12.54170731707317,0
2024-09-15 23:00:00,,12.692195121951219,0
2024-09-16 00:00:00,,12.842682926829267,0
2024-09-16 01:00:00,,12.993170731707316,0
2024-09-16 02:00:00,,13.143658536585365,0
2024-09-16 03:00:00,,13.294146341463415,0
2024-09-16 04:00:00,,13.444634146341464,0
2024-09-16 05:00:00,,13.595121951219513,0
2024-09-16 06:00:00,,13.745609756097561,0
2024-09-16 07:00:00,,13.89609756097561,0
2024-09-16 08:00:00,,14.046585365853659,0
2024-09-16 09:00:00,,14.197073170731707,0
2024-09-16 10:00:00,,14.347560975609756,0
2024-09-16 11:00:00,,14.498048780487805,0
2024-09-16 12:00:00,,14.648536585365854,0
2024-09-16 13:00:00,,14.799024390243902,0
2024-09-16 14:00:00,,14.949512195121951,0
2024-09-16 15:00:00,15.1,15.1,0
2024-09-16 16:00:00,14.1,14.1,0
2024-09-16 17:00:00,9.3,9.3,0
2024-09-16 18:00:00,5.7,5.7,0
2024-09-16 19:00:00,3.9,3.9,0
2024-09-16 20:00:00,5.0,5.0,0
2024-09-16 21:00:00,4.1,4.1,0
2024-09-16 22:00:00,5.4,5.4,0
2024-09-16 23:00:00,5.0,5.0,0
2024-09-17 00:00:00,6.7,6.7,0
2024-09-17 01:00:00,5.9,5.9,0
2024-09-17 02:00:00,4.8,4.8,0
2024-09-17 03:00:00,4.5,4.5,0
2024-09-17 04:00:00,5.9,5.9,0
2024-09-17 05:00:00,4.6,4.6,0
2024-09-17 06:00:00,5.6,5.6,0
2024-09-17 07:00:00,4.0,4.0,0
2024-09-17 08:00:00,4.1,4.1,0
2024-09-17 09:00:00,3.3,3.3,0
2024-09-17 10:00:00,3.9,3.9,0
2024-09-17 11:00:00,5.2,5.2,0
2024-09-17 12:00:00,5.8,5.8,0
2024-09-17 13:00:00,6.3,6.3,0
2024-09-17 14:00:00,5.6,5.6,0
2024-09-17 15:00:00,5.8,5.8,0
2024-09-17 16:00:00,4.2,4.2,0
2024-09-17 17:00:00,3.2,3.2,0
2024-09-17 18:00:00,3.6,3.6,0
2024-09-17 19:00:00,3.3,3.3,0
2024-09-17 20:00:00,3.2,3.2,0
2024-09-17 21:00:00,3.1,3.1,0
2024-09-17 22:00:00,3.2,3.2,0
2024-09-17 23:00:00,3.0,3.0,0
2024-09-18 00:00:00,3.1,3.1,0
2024-09-18 01:00:00,3.0,3.0,0
2024-09-18 02:00:00,3.2,3.2,0
2024-09-18 03:00:00,3.3,3.3,0
2024-09-18 04:00:00,4.2,4.2,0
2024-09-18 05:00:00,4.9,4.9,0
2024-09-18 06:00:00,4.8,4.8,0
2024-09-18 07:00:00,3.8,3.8,0
2024-09-18 08:00:00,3.1,3.1,0
2024-09-18 09:00:00,3.2,3.2,0
2024-09-18 10:00:00,3.2,3.2,0
2024-09-18 11:00:00,3.7,3.7,0
2024-09-18 12:00:00,4.67,4.67,0
2024-09-18 13:00:00,5.83,5.83,0
2024-09-18 14:00:00,6.34,6.34,0
2024-09-18 15:00:00,7.15,7.15,0
2024-09-18 16:00:00,5.51,5.51,0
2024-09-18 17:00:00,4.93,4.93,0
2024-09-18 18:00:00,5.21,5.21,0
2024-09-18 19:00:00,4.85,4.85,0
2024-09-18 20:00:00,4.17,4.17,0
2024-09-18 21:00:00,3.57,3.57,0
2024-09-18 22:00:00,3.67,3.67,0
2024-09-18 23:00:00,3.52,3.52,0
2024-09-19 00:00:00,3.32,3.32,0
2024-09-19 01:00:00,4.0,4.0,0
2024-09-19 02:00:00,3.66,3.66,0
2024-09-19 03:00:00,3.59,3.59,0
2024-09-19 04:00:00,3.67,3.67,0
2024-09-19 05:00:00,3.81,3.81,0
2024-09-19 06:00:00,3.61,3.61,0
2024-09-19 07:00:00,3.2,3.2,0
2024-09-19 08:00:00,3.13,3.13,0
2024-09-19 09:00:00,3.48,3.48,1
2024-09-19 10:00:00,3.87,3.87,0
2024-09-19 11:00:00,5.33,5.33,0
2024-09-19 12:00:00,5.67,5.67,0
2024-09-19 13:00:00,9.04,9.04,1
2024-09-19 14:00:00,9.36,9.36,1
2024-09-19 15:00:00,10.58,10.58,1
2024-09-19 16:00:00,8.51,8.51,0
2024-09-19 17:00:00,4.88,4.88,0
2024-09-19 18:00:00,4.63,4.63,0
2024-09-19 19:00:00,3.57,3.57,0
2024-09-19 20:00:00,3.08,3.08,1
2024-09-19 21:00:00,2.95,2.95,0
2024-09-19 22:00:00,3.19,3.19,0
2024-09-19 23:00:00,3.69,3.69,0
2024-09-20 00:00:00,4.09,4.09,0
2024-09-20 01:00:00,4.22,4.22,0
2024-09-20 02:00:00,3.87,3.87,0
2024-09-20 03:00:00,3.42,3.42,0
